ID|TIMESTAMP|HTTP_LINK|PROPERTY_ADDRESS|PROPERTY_TYPE_1|PRODUCT_TYPE|PRODUCT_AREA|PRODUCT_AREA_UNIT|PRODUCT_AREA_TYPE|DEVELOPER_NAME|BUILDING_NAME|PRICE|RATE|RATE_UNIT|LOCATION|CITY|PXVAL|PYVAL|OTHER_DETAILS|LF_PROJECT_ID|LF_CITY_ID|POSTED_SINCE|OTHER_CHARGES|DESCRIPTION|RATE_PSF|PRODUCT_AREA_SQFT|NHB_CITY_ID|NHB_LOCALITY_ID|LF_LOCATION_ID|PROPERTY_TYPE_ID|CLEANING_STATUS|R_GEOCODE_LOCALITY_PRED|R_GEOCODE_SUBLOCALITY_PRED|R_GEOCODE_LOCALITY_PRED_PROB|R_GEOCODE_SUBLOCALITY_PRED_PROB|GEOCODE_LEVEL_ID|GEOCODE_WORD_MATCHED|PXVAL_PRED|PYVAL_PRED|REGION_ID|SUB_REGION_ID|AREA_SIZE_TYPE_ID|PROPERTY_TYPE_2|AREA_SIZE_TYPE_ID1|AGENT_NAME|AGENT_TYPE|BATH|BUILDING_AGE_MIN|BUILDING_AGE_MAX|BALCONY|CAR_PARKING|WASHROOM|PROPERTY_ON_FLOOR|TOTAL_FLOOR|DIMENSIONS|FACING|FACING_ROAD_WIDTH|FURNISHING|READY_POSSESSION_BY|STATUS|RERA_ID|PRODUCT_AREA_SQFT_CARPET|CARPET_RATE_PSF|PROPERTY_TYPE_1_ID|PROPERTY_TYPE_2_ID|CREATED_DATETIME|BUILDING_NAME_CLEANED|NORM_BUILDING_NAME_CLEANED|R_GEOCODE_ADDRESS_TEXT|R_GEOCODE_ADDRESS_TEXT_CLEANED|R_GEOCODE_ADDRESS_CATEGORY|LOCATION_R_GEOCODE_ADDRESS_SIM|LOCATION_R_GEOCODE_ADDRESS_SIM_TYPE|R_GEOCODE_CENTROID_PXVAL|R_GEOCODE_CENTROID_PYVAL|R_GEOCODE_RADIUS|R_GEOCODE_RECORD_COUNT|LOC_CLEANED_EXTRACTED_FROM_BLDG_NAME_CLEANED|LF_PROJECT_ID_NEW|LF_PROPERTY_TYPE_1_ID|BUILDING_PROJECT_SIM|BUILDING_PROJECT_SIM_TYPE|PRJ_DIST_FROM_R_GEOCODE_CENTROID|FINAL_PXVAL|FINAL_PYVAL|FINAL_RADIUS|BUILDING_ID|LOCATION_ID
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-andheri-west-mumbai-andheri-dahisar-1500-sq-ft-spid-Q23516104|Oberoi Springs, Andheri (West)|Residential|3 BHK, Residential Apartment|1500|Sq.Ft.|Super built-up|Dealer : <a data-pid="10454348" class="hverU blkImp srpTplTrck" title="janki real estate consultancy , Mumbai Andheri-Dahisar" target="_blank" href="/janki-real-estate-consultancy-mumbai-south-west-drid-10454348">janki real estate consultancy</a>|Oberoi Springs|1 Lac||NA|Andheri (West)|MMR|19.132692021787673|72.828009035606158|On Rent / 1 to 5 years old / Furnished / 18th Floor (out of 34)||1||||0|1500||||1|Price Outlier at City Level|Mumbai|Andheri West|0.99796024498953539|0.9812023199503771|||19.132551318985701|72.828007046111694|18||2|Apartment||||||||||||||||||||||||oberoi spring|oberoi spring|Andheri West|Andheri West|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.132692021787673|72.828009035606158|-0.5|4002|||||||19.132692021787673|72.828009035606158|-0.5|1855|7367
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-hiranandani-gardens-octavius-hiranandani-gardens-powai-central-mumbai-suburbs-1550-sq-ft-spid-J24350259|Hiranandani Gardens Octavius, Hiranandani Gardens - Powai|Residential|3 BHK, Residential Apartment|1550|Sq.Ft.|Super built-up|Dealer : <a data-pid="502395" class="hverU blkImp srpTplTrck" title="Shree Gurudev Properties , Central Mumbai suburbs" target="_blank" href="/shree-gurudev-properties-central-mumbai-suburbs-drid-502395">Shree Gurudev Properties</a>|Hiranandani Gardens Octavius|1.25 Lac|81|Sq.Ft.|Hiranandani Gardens - Powai|MMR|19.118040656801469|72.900320474448534|On Rent / 5 to 10 years old / Semifurnished / 11th Floor (out of 32)||1||||81|1550||||1||Mumbai|Powai|0.99787847219184245|0.97808585567394191|||19.1186743604834|72.904043677868202|18||2|Apartment||||||||||||||||||||||||hiranandani garden octavius|hiranandani garden octavius|Hiranandani Gardens, Powai|Hiranandani Garden, Powai|SUBLOCALITY_LEVEL_3, SUBLOCALITY_LEVEL_2|1|address_similarity|19.118040656801469|72.900320474448534|0.67462000941553824|276|hiranandani garden||||||19.118040656801469|72.900320474448534|0.67462000941553824||45170
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-shivaji-park-south-mumbai-1650-sq-ft-spid-B24384979|Saikrupa Apartment, Shivaji Park|Residential|3 BHK, Residential Apartment|1650|Sq.Ft.|Built-up|Dealer : <a data-pid="907798" class="hverU blkImp srpTplTrck" title="Risheeka Consultancy , Mumbai South" target="_blank" href="/risheeka-consultancy-mumbai-south-drid-907798">Risheeka Consultancy</a>|Saikrupa Apartment|1.2 Lac|73|Sq.Ft.|Shivaji Park|MMR|19.028279992358563|72.838832723564622|On Rent / 5 to 10 years old / Semifurnished / 6th Floor (out of 12)||1||||73|1650||||1||Mumbai|Shivaji Park|0.99445520144075905|0.93239640918006605|||19.028411567259798|72.838788996223201|18||2|Apartment||||||||||||||||||||||||saikrupa building|saikrupa building|Shivaji Park|Shivaji Park|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.028279992358563|72.838832723564622|0.56711953792994352|163|building||||||19.028279992358563|72.838832723564622|0.56711953792994352||120848
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-bandra-west-mumbai-south-west-1650-sq-ft-r8-spid-K10928199|Bandra (West)|Residential|3 BHK, Residential Apartment|1650|Sq.Ft.|Built-up|Dealer : <a data-pid="3247783" class="hverU blkImp srpTplTrck" title="RPL Realty , Mumbai South West" target="_blank" href="/rpl-realty-mumbai-south-west-drid-3247783">RPL Realty</a>||1.5 Lac|91|Sq.Ft.|Bandra (West)|MMR|19.055565706690302|72.829742509741735|On Rent / Immediate / Furnished / 16th Floor||1||||91|1650||||1||Mumbai|Bandra West|0.99788022280894628|0.98404749655099999|||19.0550007227672|72.829707288543204|18||2|Apartment||||||||||||||||||||||||||Bandra West|Bandra West|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.055565706690302|72.829742509741735|-0.5|1608|||||||19.055565706690302|72.829742509741735|-0.5||14099
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-peninsula-ashok-towers-parel-south-mumbai-1915-sq-ft-r1-spid-N20549511|Peninsula Ashok Towers, Parel|Residential|3 BHK, Residential Apartment|1915|Sq.Ft.|Built-up|Dealer : <a data-pid="534292" class="hverU blkImp srpTplTrck" title="Sabnis Estate Consultants , Mumbai South" target="_blank" href="/sabnis-estate-consultants-mumbai-harbour-drid-534292">Sabnis Estate Consultants</a>|Peninsula Ashok Towers|2.2 Lac|115|Sq.Ft.|Parel|MMR|18.997903181863208|72.841863386744251|On Rent / 10+ years old / Furnished / 32nd Floor (out of 41)||1||||115|1915||||1||Mumbai|Parel|0.99751841612111569|0.97609691313327518|||18.997870019364498|72.841941526987199|18||2|Apartment||||||||||||||||||||||||peninsula ashok tower|peninsula ashok tower|Parel|Parel|SUBLOCALITY_LEVEL_1|1|exact_location_match|18.997903181863208|72.841863386744251|-0.5|1291|ashok tower||||||18.997903181863208|72.841863386744251|-0.5||93289
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-lower-parel-south-mumbai-2394-sq-ft-r4-spid-D16549027|Lodha Bellisimo, Lower Parel|Residential|3 BHK, Residential Apartment|2394|Sq.Ft.|Built-up|Dealer : <a data-pid="12416243" class="hverU blkImp srpTplTrck" title="Panchvati Properties , Mumbai South" target="_blank" href="/panchvati-properties-mumbai-south-drid-12416243">Panchvati Properties</a>|Lodha Bellisimo|2.3 Lac|97|Sq.Ft.|Lower Parel|MMR|||On Rent / 5 to 10 years old / Semifurnished / 16th Floor (out of 40)||1||||97|2394||||1||Mumbai|Lower Parel|0.99788051468735028|0.97557564004288189|||18.9964157783422|72.827661522248206|18||2|Apartment||||||||||||||||||||||||lodha bellisimo|lodha belesimo|Lower Parel|Lower Parel|SUBLOCALITY_LEVEL_1|1|exact_location_match|18.99651019459035|72.827780241395757|2.4414311420989221|716|||||||||||65807
99Acres|2016-03-30 00:00:00|http://www.99acres.com/4-bhk-bedroom-apartment-flat-for-rent-in-peninsula-ashok-towers-parel-south-mumbai-2395-sq-ft-spid-K23154001|Peninsula Ashok Towers, Parel|Residential|4 BHK, Residential Apartment|2395|Sq.Ft.|Super built-up|Dealer : <a data-pid="9998127" class="hverU blkImp srpTplTrck" title="Creative Realtors , Mumbai South" target="_blank" href="/creative-realtors-mumbai-south-drid-9998127">Creative Realtors</a>|Peninsula Ashok Towers|2.5 Lac|105|Sq.Ft.|Parel|MMR|18.997903181863208|72.841863386744251|On Rent / 5 to 10 years old / Semifurnished / 3rd Floor (out of 29)||1||||105|2395||||1||Mumbai|Parel|0.99751841612111569|0.97609691313327518|||18.997870019364498|72.841941526987199|18||2|Apartment||||||||||||||||||||||||peninsula ashok tower|peninsula ashok tower|Parel|Parel|SUBLOCALITY_LEVEL_1|1|exact_location_match|18.997903181863208|72.841863386744251|-0.5|1291|ashok tower||||||18.997903181863208|72.841863386744251|-0.5||93289
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-vasundhara-chs-mulund-central-mumbai-suburbs-1457-sq-ft-spid-V23802698|Vasundhara CHS, Mulund|Residential|3 BHK, Residential Apartment|1457|Sq.Ft.|Built-up|Owner : Pankaj Sangal|Vasundhara CHS|1.6 Lac|109|Sq.Ft.|Mulund|MMR|19.176267339999999|72.949074583571402|On Rent / 5 to 10 years old / Furnished / 3rd Floor (out of 6)||1||||109|1457||||1||Mumbai|Mulund West|0.99726470808436618|0.95267105791060347|||19.172904163085299|72.945406184536594|18||2|Apartment||||||||||||||||||||||||vasundhara chs|vasundhara chs|Mulund,Mulund, Mulund|Mulund|SUBLOCALITY_LEVEL_2|1|exact_location_match|19.176267339999999|72.949074583571402|1.3843042663671421|140|chs||||||19.176267339999999|72.949074583571402|1.3843042663671421||75564
99Acres|2016-03-30 00:00:00|http://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-lower-parel-south-mumbai-1826-sq-ft-spid-A20731545|Call On Request, Lower Parel|Residential|2 BHK, Residential Apartment|1826|Sq.Ft.|Super built-up|Dealer : <a data-pid="2560663" class="hverU blkImp srpTplTrck" title="Shri Mahalaxmi Estate Consultant , Mumbai South" target="_blank" href="/shri-mahalaxmi-estate-consultant-mumbai-south-drid-2560663">Shri Mahalaxmi Estate Consultant</a>|Call On Request|1.1 Lac||NA|Lower Parel|MMR|||On Rent / 0 to 1 years old / Semifurnished / 31st Floor (out of 41)||1||||0|1826||||1|Price Outlier at City Level|Mumbai|Lower Parel|0.99782599730065558|0.97764886335008239|||18.9964157783422|72.827661522248206|18||2|Apartment||||||||||||||||||||||||call|call|Lower Parel|Lower Parel|SUBLOCALITY_LEVEL_1|1|exact_location_match|18.99651019459035|72.827780241395757|2.4414311420989221|716|||||||||||65807
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-prabhadevi-south-mumbai-1650-sq-ft-spid-M23935662|Call Me, Prabhadevi|Residential|3 BHK, Residential Apartment|1650|Sq.Ft.|Built-up|Dealer : <a data-pid="1239783" class="hverU blkImp srpTplTrck" title="Rashtriya Multi Service , Mumbai South" target="_blank" href="/rashtriya-multi-service-mumbai-harbour-drid-1239783">Rashtriya Multi Service</a>|Call Me|1.5 Lac|91|Sq.Ft.|Prabhadevi|MMR|19.014979500478912|72.828648661860441|On Rent / 0 to 1 years old / Furnished / 7th Floor (out of 11)||1||||91|1650||||1||Mumbai|Prabhadevi|0.99772492437112115|0.97559461076640674|||19.014920469478302|72.828641207443795|18||2|Apartment||||||||||||||||||||||||call me|call me|Prabhadevi|Prabhadevi|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.014979500478912|72.828648661860441|1.2212875036584954|578|||||||19.014979500478912|72.828648661860441|1.2212875036584954||97389
99Acres|2016-03-30 00:00:00|http://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-raheja-princess-prabhadevi-south-mumbai-1850-sq-ft-spid-T23879744|Raheja Princess, Prabhadevi|Residential|3 BHK, Residential Apartment|1850|Sq.Ft.|Super built-up|Dealer : <a data-pid="258614" class="hverU blkImp srpTplTrck" title="Skyscraper Realtors , Mumbai South" target="_blank" href="/skyscraper-realtors-mumbai-south-drid-258614">Skyscraper Realtors</a>|Raheja Princess|1.75 Lac|95|Sq.Ft.|Prabhadevi|MMR|19.014979500478912|72.828648661860441|On Rent / 5 to 10 years old / Furnished / 12th Floor (out of 22)|943|1||||95|1850||||1||Mumbai|Dadar|0.99770965788438026|0.65074539997257719|||19.019462692245199|72.842482653665996|18||2|Apartment||||||||||||||||||||||||raheja princess|raheja princess|Prabhadevi|Prabhadevi|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.014979500478912|72.828648661860441|1.2212875036584954|578|||||||19.014979500478912|72.828648661860441|1.2212875036584954||97389
99Acres|2016-03-30 00:00:00|http://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-south-mumbai-1050-sq-ft-spid-I21795423|Dalamal Court, Worli Sea Face,|Residential|2 BHK, Residential Apartment|1050|Sq.Ft.|Super built-up|Dealer : <a data-pid="6947426" class="hverU blkImp srpTplTrck" title="Citi Habitats , Mumbai South" target="_blank" href="/citi-habitats-mumbai-south-drid-6947426">Citi Habitats</a>|Dalamal Court|1.15 Lac||NA|Worli Sea Face,|MMR|19.008800137241384|72.815887546896562|On Rent / 10+ years old / Semifurnished / Multi-Storied Floor (out of 4)||1||||0|1050||||1|Price Outlier at City Level|Mumbai|Worli|0.99760640943429557|0.77452690892185438|||19.003886526687602|72.818006631074795|18||2|Apartment||||||||||||||||||||||||dalamal court|dalamal court|Worli Sea Face|Worli Sea Face|SUBLOCALITY_LEVEL_2|1|exact_location_match|19.008800137241384|72.815887546896562|1.6138557374883178|145|||||||19.008800137241384|72.815887546896562|1.6138557374883178||142423
99Acres|2016-03-30 00:00:00|http://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-khar-west-mumbai-south-west-800-sq-ft-spid-P20470781|14th Road Khar, Khar West|Residential|2 BHK, Residential Apartment|800|Sq.Ft.|Carpet|Dealer : <a data-pid="16672039" class="hverU blkImp srpTplTrck" title="Active Deal , Mumbai South West" target="_blank" href="/active-deal-mumbai-south-west-drid-16672039">Active Deal</a>|14th Road Khar|1 Lac||NA|Khar West|MMR|19.069716455949173|72.834018819735476|On Rent / 0 to 1 years old / Semifurnished / 10th Floor (out of 12)||1||||0|800||||1|Price Outlier at City Level|Mumbai|Khar West|0.99798493679882927|0.98283627115155558|||19.069571208499099|72.834052574241696|18||3|Apartment||||||||||||||||||||||||14 th road khar|14 th road khar|Khar West|Khar West|SUBLOCALITY_LEVEL_1|1|exact_location_match|19.069716455949173|72.834018819735476|-0.5|1160|14 th road khar||||||19.069716455949173|72.834018819735476|-0.5||58619
